dataset,project,package,complextype,severity,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
data-class,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JavaGroupsBroadcastingListener,1.0,2.5714285714285716,2.5714285714285716,0.0,10.0,4.0,2.0,3.0,0.8541666666666666,167.0,713.0,11929.0,167.0,14.0,1.0,0.0,8.0,7.0,66.0,0.0,0.0,1.0,0.0,10.0,34.0,479.0,7.0,36.0,629.0,7.0,0.0,13.0,36.0,0.7142857142857143,18.0,18.0,1.0,0.0,other,7.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,6.0,7.0,0.0,public
data-class,oscache-2.4.1,com.opensymphony.oscache.base.algorithm,AbstractConcurrentReadCache,3.0,4.314814814814815,3.873015873015873,3.0,3.0,11.0,2.0,5.0,0.9537166900420757,1910.0,2259.0,11929.0,2005.0,0.0,0.0,9.0,23.0,11.0,66.0,7.0,3.0,3.0,0.0,10.0,101.0,479.0,54.0,113.0,629.0,63.0,2.0,13.0,77.0,0.3835034013605442,233.0,244.0,0.0,0.0,abstract,9.0,3.0,6.0,14.0,6.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,55.0,58.0,1.0,0.0,0.0,4.0,10.0,17.0,19.0,34.0,50.0,1.0,public
data-class,oscache-2.4.1,com.opensymphony.oscache.extra,CacheEntryEventListenerImpl,3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.8666666666666667,105.0,659.0,11929.0,175.0,0.0,1.0,7.0,7.0,4.0,66.0,0.0,0.0,1.0,0.0,10.0,32.0,479.0,9.0,53.0,629.0,16.0,0.0,13.0,16.0,0.2,9.0,16.0,0.5625,0.0,other,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,8.0,0.0,public
data-class,oscache-2.4.1,com.opensymphony.oscache.base.events,CacheEntryEventType,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,509.0,11929.0,38.0,0.0,0.0,0.0,6.0,11.0,66.0,0.0,0.0,0.0,4.0,10.0,31.0,479.0,1.0,45.0,629.0,1.0,6.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,final,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,public
data-class,quilt-0.6-a-5,org.quilt.reg,Registry,1.0,1.5454545454545454,1.5454545454545454,0.0,0.0,1.0,1.0,1.0,0.3,146.0,197.0,8425.0,146.0,0.0,0.0,0.0,1.0,3.0,66.0,1.0,1.0,0.0,0.0,8.0,16.0,438.0,11.0,16.0,641.0,11.0,0.0,14.0,12.0,0.6222222222222222,17.0,17.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,public
data-class,quilt-0.6-a-5,org.quilt.reg,Registry.CmpArrays,1.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,197.0,8425.0,42.0,0.0,0.0,0.0,0.0,3.0,66.0,0.0,0.0,1.0,0.0,8.0,16.0,438.0,1.0,16.0,641.0,1.0,0.0,14.0,1.0,1.0,7.0,7.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,private
data-class,quilt-0.6-a-5,org.quilt.reg,QuiltRegistry,1.0,2.75,2.75,0.0,5.0,4.0,2.0,2.0,1.0,51.0,197.0,8425.0,51.0,0.0,0.0,0.0,4.0,3.0,66.0,0.0,1.0,0.0,0.0,8.0,16.0,438.0,4.0,16.0,641.0,4.0,0.0,14.0,8.0,0.0,11.0,11.0,0.0,0.0,abstract,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,public
data-class,quilt-0.6-a-5,org.quilt.reports,FmtSelector,2.0,3.6666666666666665,1.75,0.0,1.0,0.0,1.0,1.0,0.8571428571428572,79.0,762.0,8425.0,164.0,0.0,1.0,9.0,7.0,6.0,66.0,0.0,0.0,0.0,1.0,8.0,47.0,438.0,3.0,77.0,641.0,12.0,0.0,14.0,13.0,0.30303030303030304,11.0,21.0,0.25,0.0,other,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,3.0,0.0,public
data-class,quilt-0.6-a-5,org.quilt.cl,GraphTransformer,3.0,8.0,7.285714285714286,11.0,13.0,20.0,1.0,12.0,0.8666666666666667,306.0,2893.0,8425.0,321.0,0.0,0.0,1.0,5.0,14.0,66.0,0.0,0.0,0.0,4.0,8.0,112.0,438.0,6.0,139.0,641.0,7.0,0.0,14.0,38.0,0.2,48.0,51.0,0.75,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,5.0,1.0,public
data-class,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,GraphXmlSerializer,1.0,2.2222222222222223,2.2222222222222223,1.0,3.0,2.0,1.0,4.0,0.825,200.0,817.0,8378.0,200.0,0.0,0.0,0.0,5.0,14.0,153.0,2.0,0.0,0.0,0.0,16.0,26.0,510.0,9.0,116.0,689.0,9.0,0.0,3.0,13.0,1.0,20.0,20.0,1.0,0.0,other,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,8.0,2.0,public
data-class,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans.GraphXmlSerializer$1,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,817.0,8378.0,10.0,0.0,0.0,0.0,0.0,14.0,153.0,0.0,0.0,1.0,0.0,16.0,26.0,510.0,1.0,116.0,689.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
data-class,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,PrintXmlBean,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,7.0,817.0,8378.0,25.0,0.0,0.0,3.0,2.0,14.0,153.0,0.0,0.0,0.0,0.0,16.0,26.0,510.0,1.0,116.0,689.0,4.0,0.0,3.0,4.0,0.3333333333333333,1.0,4.0,0.25,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,public
data-class,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,TableFrameXmlBean,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,47.0,817.0,8378.0,47.0,0.0,0.0,8.0,4.0,14.0,153.0,0.0,0.0,0.0,0.0,16.0,26.0,510.0,0.0,116.0,689.0,8.0,0.0,3.0,8.0,0.14285714285714285,0.0,8.0,0.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,public
data-class,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,ZoomerXmlBean,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,11.0,817.0,8378.0,47.0,0.0,0.0,6.0,4.0,14.0,153.0,0.0,0.0,0.0,0.0,16.0,26.0,510.0,2.0,116.0,689.0,8.0,0.0,3.0,8.0,0.14285714285714285,2.0,8.0,0.25,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0,public
data-class,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,TableFrameControllerXmlBean,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.9333333333333333,91.0,817.0,8378.0,91.0,0.0,0.0,16.0,8.0,14.0,153.0,0.0,0.0,0.0,0.0,16.0,26.0,510.0,0.0,116.0,689.0,16.0,0.0,3.0,16.0,0.06666666666666667,0.0,16.0,0.0,0.0,other,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0,0.0,0.0,public
data-class,jparse-0.96,jparse.expr,BooleanLiteralAST,1.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
data-class,jparse-0.96,jparse.expr,ParenthesizedAST,1.0,1.0,1.0,2.0,9.0,4.0,6.0,2.0,0.16666666666666666,38.0,2303.0,16524.0,48.0,44.0,1.0,1.0,1.0,26.0,65.0,0.0,0.0,1.0,0.0,4.0,159.0,673.0,6.0,198.0,780.0,7.0,0.0,3.0,19.0,1.0,6.0,7.0,0.75,0.0,final,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,5.0,0.0,public
data-class,jparse-0.96,jparse.expr,FloatLiteralAST,1.0,1.3333333333333333,1.3333333333333333,3.0,9.0,2.0,6.0,2.0,0.0,39.0,2303.0,16524.0,39.0,44.0,1.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,6.0,198.0,780.0,6.0,0.0,3.0,18.0,0.0,8.0,8.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,public
data-class,jparse-0.96,jparse,JavaLexer,3.0,11.893939393939394,11.893939393939394,0.0,1.0,0.0,2.0,0.0,0.9969230769230769,1917.0,12655.0,16524.0,1917.0,51.0,0.0,0.0,5.0,18.0,65.0,0.0,0.0,2.0,4.0,4.0,408.0,673.0,66.0,440.0,780.0,66.0,5.0,3.0,66.0,0.007518796992481203,785.0,785.0,0.9193548387096774,0.0,other,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,61.0,56.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,57.0,62.0,5.0,public
data-class,jmoney-0.4.4,net.sf.jmoney.io,MT940,3.0,6.857142857142857,6.857142857142857,13.0,6.0,8.0,1.0,6.0,1.0,301.0,928.0,9457.0,301.0,0.0,0.0,0.0,6.0,7.0,190.0,2.0,0.0,1.0,1.0,3.0,41.0,563.0,7.0,41.0,713.0,7.0,0.0,4.0,23.0,0.0,48.0,48.0,1.0,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,public
data-class,jmoney-0.4.4,net.sf.jmoney.io,MT940.CanceledException,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,928.0,9457.0,8.0,15.0,0.0,0.0,0.0,7.0,190.0,0.0,0.0,0.0,1.0,3.0,41.0,563.0,2.0,41.0,713.0,2.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,public
data-class,jmoney-0.4.4,net.sf.jmoney.io,MT940.MT940FileFilter,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,928.0,9457.0,12.0,2.0,0.0,0.0,0.0,7.0,190.0,0.0,0.0,0.0,1.0,3.0,41.0,563.0,2.0,41.0,713.0,2.0,0.0,4.0,2.0,0.0,4.0,4.0,1.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,public
data-class,jmoney-0.4.4,net.sf.jmoney.io,QIF,3.0,5.181818181818182,5.181818181818182,25.0,15.0,21.0,1.0,15.0,0.9642857142857143,603.0,928.0,9457.0,603.0,0.0,0.0,0.0,4.0,7.0,190.0,3.0,0.0,1.0,1.0,3.0,41.0,563.0,22.0,41.0,713.0,22.0,0.0,4.0,69.0,0.3333333333333333,114.0,114.0,1.0,0.0,other,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,22.0,0.0,4.0,0.0,0.0,18.0,0.0,0.0,4.0,21.0,0.0,public
data-class,jmoney-0.4.4,net.sf.jmoney.gui,MainFrame,3.0,2.193548387096774,2.121212121212121,29.0,23.0,46.0,6.0,28.0,0.9418402777777778,1015.0,6579.0,9457.0,1043.0,531.0,0.0,2.0,36.0,153.0,190.0,9.0,0.0,1.0,0.0,3.0,385.0,563.0,31.0,454.0,713.0,33.0,0.0,4.0,104.0,0.3,68.0,70.0,1.0,0.0,other,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,33.0,0.0,36.0,0.0,0.0,27.0,0.0,2.0,4.0,30.0,0.0,public
data-class,javacc-5.0,org.javacc,Version,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,71.0,19045.0,38.0,0.0,0.0,0.0,4.0,2.0,102.0,0.0,0.0,0.0,0.0,2.0,5.0,724.0,1.0,5.0,808.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,other,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,public
data-class,javacc-5.0,org.javacc.parser,CharacterRange,3.0,1.5,1.1,0.0,1.0,1.0,1.0,1.0,0.8888888888888888,22.0,14229.0,19045.0,86.0,0.0,0.0,8.0,4.0,61.0,102.0,0.0,0.0,0.0,1.0,2.0,399.0,724.0,2.0,466.0,808.0,10.0,0.0,7.0,11.0,0.14285714285714285,3.0,11.0,0.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,public
data-class,javacc-5.0,org.javacc.parser,ParseEngine,3.0,13.222222222222221,13.222222222222221,39.0,21.0,20.0,2.0,11.0,0.8949579831932774,1172.0,14229.0,19045.0,1172.0,20.0,0.0,0.0,14.0,61.0,102.0,0.0,0.0,0.0,1.0,2.0,399.0,724.0,18.0,466.0,808.0,18.0,0.0,7.0,71.0,0.46153846153846156,238.0,238.0,1.0,0.0,other,3.0,0.0,3.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,5.0,12.0,9.0,5.0,0.0,0.0,1.0,18.0,18.0,public
data-class,javacc-5.0,org.javacc.parser,NonTerminal,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.84375,30.0,14229.0,19045.0,86.0,8.0,1.0,7.0,4.0,61.0,102.0,0.0,0.0,0.0,1.0,2.0,399.0,724.0,2.0,466.0,808.0,9.0,0.0,7.0,18.0,0.16666666666666666,2.0,9.0,0.2222222222222222,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0,public
data-class,javacc-5.0,org.javacc.parser,TokenProduction,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,63.0,14229.0,19045.0,95.0,0.0,0.0,4.0,14.0,61.0,102.0,0.0,0.0,0.0,1.0,2.0,399.0,724.0,0.0,466.0,808.0,4.0,12.0,7.0,4.0,0.3333333333333333,0.0,4.0,0.0,0.0,other,5.0,0.0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,public
data-class,jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,2.0,2.6470588235294117,2.6470588235294117,3.0,6.0,19.0,7.0,7.0,0.89375,571.0,3052.0,14480.0,571.0,0.0,0.0,0.0,10.0,33.0,100.0,2.0,1.0,2.0,1.0,5.0,165.0,613.0,17.0,176.0,703.0,17.0,0.0,7.0,39.0,0.36363636363636365,45.0,45.0,0.0,0.0,abstract,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,10.0,4.0,0.0,4.0,9.0,15.0,0.0,public
data-class,jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog.PaneNameRenderer,1.0,4.0,4.0,2.0,2.0,2.0,6.0,2.0,1.0,66.0,3052.0,14480.0,66.0,574.0,0.0,0.0,2.0,33.0,100.0,0.0,0.0,0.0,1.0,5.0,165.0,613.0,2.0,176.0,703.0,2.0,0.0,7.0,6.0,1.0,8.0,8.0,1.0,1.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,package
data-class,jsXe-04_beta,net.sourceforge.jsxe.gui,EnhancedDialog,1.0,3.857142857142857,3.857142857142857,0.0,2.0,7.0,6.0,5.0,1.0,239.0,3052.0,14480.0,239.0,0.0,0.0,0.0,1.0,33.0,100.0,3.0,5.0,0.0,1.0,5.0,165.0,613.0,7.0,176.0,703.0,7.0,0.0,7.0,14.0,0.0,27.0,27.0,0.0,0.0,abstract,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,5.0,2.0,public
data-class,jsXe-04_beta,net.sourceforge.jsxe.gui,ActivityLogDialog,1.0,1.0,1.4,1.0,8.0,7.0,7.0,4.0,0.9555555555555555,91.0,3052.0,14480.0,149.0,541.0,0.0,4.0,5.0,33.0,100.0,1.0,0.0,0.0,1.0,5.0,165.0,613.0,6.0,176.0,703.0,10.0,0.0,7.0,27.0,0.19047619047619047,6.0,14.0,0.5,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,8.0,5.0,0.0,public
data-class,jsXe-04_beta,net.sourceforge.jsxe,jsXe,3.0,3.3846153846153846,3.325,14.0,20.0,46.0,1.0,17.0,0.9599358974358975,1234.0,4151.0,14480.0,1243.0,0.0,0.0,1.0,16.0,22.0,100.0,1.0,0.0,0.0,1.0,5.0,154.0,613.0,39.0,176.0,703.0,40.0,2.0,7.0,94.0,0.2396825396825397,132.0,133.0,0.9210526315789473,0.0,other,6.0,0.0,6.0,0.0,16.0,10.0,0.0,0.0,1.0,9.0,0.0,9.0,31.0,2.0,29.0,0.0,0.0,14.0,4.0,0.0,0.0,36.0,38.0,38.0,public
data-class,jsXe-04_beta,net.sourceforge.jsxe.dom,DOMOutput,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,43.0,4404.0,14480.0,83.0,0.0,0.0,8.0,4.0,15.0,100.0,0.0,0.0,1.0,2.0,5.0,154.0,613.0,3.0,202.0,703.0,11.0,0.0,7.0,11.0,0.14285714285714285,3.0,11.0,0.2727272727272727,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,public
data-class,junit-4.10,org.junit.internal.builders,IgnoredBuilder,1.0,2.0,2.0,0.0,5.0,1.0,2.0,1.0,0.0,8.0,147.0,9065.0,8.0,6.0,0.0,0.0,0.0,8.0,204.0,0.0,0.0,0.0,0.0,11.0,20.0,987.0,1.0,20.0,1031.0,1.0,0.0,28.0,10.0,1.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,public
data-class,displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,1.0,2.3333333333333335,1.8,0.0,7.0,4.0,3.0,2.0,0.75,75.0,1645.0,20892.0,95.0,18.0,2.0,2.0,4.0,11.0,128.0,0.0,0.0,0.0,3.0,16.0,56.0,796.0,3.0,81.0,1064.0,5.0,0.0,18.0,27.0,0.6,7.0,9.0,0.6,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,public
data-class,displaytag-1.2,org.displaytag.decorator,MultilevelTotalTableDecorator,2.0,4.0,2.4482758620689653,6.0,12.0,23.0,3.0,9.0,0.9523809523809524,477.0,1645.0,20892.0,573.0,14.0,6.0,15.0,15.0,11.0,128.0,1.0,0.0,0.0,3.0,16.0,56.0,796.0,14.0,81.0,1064.0,29.0,0.0,18.0,67.0,0.10837438423645321,56.0,71.0,0.4,0.0,other,1.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,10.0,0.0,5.0,4.0,25.0,14.0,0.0,public
data-class,displaytag-1.2,org.displaytag.decorator,MultilevelTotalTableDecorator.GroupTotals,3.0,3.5,1.625,7.0,5.0,9.0,1.0,3.0,0.8857142857142858,64.0,1645.0,20892.0,100.0,0.0,0.0,6.0,5.0,11.0,128.0,0.0,0.0,0.0,3.0,16.0,56.0,796.0,2.0,81.0,1064.0,8.0,0.0,18.0,19.0,0.38095238095238093,7.0,13.0,0.25,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,1.0,0.0,package
data-class,displaytag-1.2,org.displaytag.util,TagConstants,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,252.0,2309.0,20892.0,252.0,0.0,0.0,0.0,48.0,15.0,128.0,0.0,0.0,0.0,4.0,16.0,78.0,796.0,1.0,96.0,1064.0,1.0,48.0,18.0,1.0,1.0,1.0,1.0,0.0,0.0,final,48.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,public
data-class,webmail-0.7.10,net.wastl.webmail.storage.simple,SimpleStorage,2.0,4.454545454545454,4.454545454545454,8.0,26.0,29.0,3.0,15.0,0.96,323.0,323.0,14175.0,323.0,50.0,2.0,0.0,5.0,4.0,118.0,3.0,0.0,0.0,0.0,11.0,16.0,888.0,11.0,16.0,1092.0,11.0,1.0,16.0,137.0,0.2222222222222222,49.0,49.0,0.875,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,10.0,0.0,public
data-class,webmail-0.7.10,net.wastl.webmail.storage.simple,net.wastl.webmail.storage.simple.SimpleStorage$1,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,323.0,14175.0,9.0,0.0,0.0,0.0,0.0,4.0,118.0,0.0,0.0,1.0,0.0,11.0,16.0,888.0,1.0,16.0,1092.0,1.0,0.0,16.0,1.0,1.0,2.0,2.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
data-class,webmail-0.7.10,net.wastl.webmail.misc,ByteStore,3.0,4.0,1.5833333333333333,1.0,2.0,2.0,1.0,2.0,0.890909090909091,42.0,2120.0,14175.0,97.0,0.0,0.0,10.0,5.0,14.0,118.0,0.0,0.0,1.0,0.0,11.0,99.0,888.0,2.0,114.0,1092.0,12.0,0.0,16.0,14.0,0.16363636363636364,8.0,19.0,0.16666666666666666,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,public
data-class,xmojo-5.0.0,com.adventnet.jmx,ObjectInputStreamSupport,1.0,1.5,1.5,0.0,0.0,0.0,3.0,0.0,1.0,21.0,4403.0,31037.0,21.0,63.0,0.0,0.0,1.0,7.0,110.0,0.0,0.0,0.0,0.0,25.0,78.0,951.0,2.0,88.0,1199.0,2.0,0.0,9.0,2.0,1.0,3.0,3.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,public
