dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
feature-envy,jparse-0.96,jparse.expr,BooleanLiteralAST,computeType(),1,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,9,2,6,2,0,29,2303,16524,29,45,0,0,0,26,65,0,0,0,0,4,159,673,5,198,780,5,0,3,18,0,5,5,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,3,2,4,0,public
feature-envy,jparse-0.96,jparse.expr,BooleanLiteralAST,computeExceptions(),1,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,9,2,6,2,0,29,2303,16524,29,45,0,0,0,26,65,0,0,0,0,4,159,673,5,198,780,5,0,3,18,0,5,5,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,3,2,4,0,public
feature-envy,jparse-0.96,jparse.expr,BooleanLiteralAST,computeValue(),1,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,9,2,6,2,0,29,2303,16524,29,45,0,0,0,26,65,0,0,0,0,4,159,673,5,198,780,5,0,3,18,0,5,5,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,3,2,4,0,public
feature-envy,jparse-0.96,jparse.expr,BooleanLiteralAST,getVarList(),1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,9,2,6,2,0,29,2303,16524,29,45,0,0,0,26,65,0,0,0,0,4,159,673,5,198,780,5,0,3,18,0,5,5,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,3,2,4,0,public
feature-envy,jparse-0.96,jparse,JavaParser,compilationUnit(),1,0,1,4,2,1,6,119,32,0,7,0,31,0.833333333,2,1,20,4,2,0,1,0,8.954887218,8.895522388,13,55,20,3,14,0.997379813,5732,12655,16524,5744,52,0,1,66,18,65,0,0,1,4,4,408,673,133,440,780,134,65,3,157,0.938942308,1191,1192,0.084507042,0,other,65,0,65,1,65,0,0,0,5,125,61,64,9,9,0,0,1,1,64,0,63,6,128,64,public
feature-envy,jmoney-0.4.4,net.sf.jmoney.io,MT940,MT940(MainFrameAccountChooser),1,2,0,0,0,0,1,6,1,0,2,0,5,1,0,0,3,0,0,0,0,0,6.857142857,6.857142857,13,6,8,1,6,1,301,928,9457,301,0,0,0,6,7,190,2,0,1,1,3,41,563,7,41,713,7,0,4,23,0,48,48,1,0,other,0,0,0,6,0,0,0,0,1,0,0,0,7,7,0,6,0,0,3,0,0,4,6,0,public
feature-envy,jmoney-0.4.4,net.sf.jmoney.gui,AccountEntriesPanel.EntryCellRenderer,getListCellRendererComponent(JListObjectintbooleanboolean),3,5,0,15,3,0,2,17,2,0,6,0,25,0,1,0,0,0,5,0,0.2,0,2,2,15,5,0,1,1,0,20,6579,9457,20,0,0,0,0,153,190,0,0,1,0,3,385,563,1,454,713,1,0,4,6,1,2,2,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,package
feature-envy,javacc-5.0,org.javacc.utils,JavaFileGenerator,JavaFileGenerator(StringMap),1,2,2,0,0,10,1,4,1,0,2,0,4,1,0,0,2,0,0,0,0,0,4.181818182,4.181818182,0,0,0,1,0,0.933333333,228,228,19045,228,0,0,0,3,1,102,0,0,0,0,2,11,724,11,11,808,11,0,7,11,1,46,46,1,0,other,2,2,0,1,0,0,0,0,1,0,0,0,11,10,1,0,0,3,8,0,0,3,10,1,public
feature-envy,javacc-5.0,org.javacc.utils,JavaFileGenerator,generate(PrintWriter),1,1,2,0,0,10,1,8,2,0,3,0,4,1,0,0,1,1,0,0,0,0,4.181818182,4.181818182,0,0,0,1,0,0.933333333,228,228,19045,228,0,0,0,3,1,102,0,0,0,0,2,11,724,11,11,808,11,0,7,11,1,46,46,1,0,other,2,2,0,1,0,0,0,0,1,0,0,0,11,10,1,0,0,3,8,0,0,3,10,1,public
feature-envy,javacc-5.0,org.javacc.utils,JavaFileGenerator,peekLine(BufferedReader),1,1,0,0,0,0,1,7,2,0,1,0,2,1,0,0,1,0,0,0,0,0,4.181818182,4.181818182,0,0,0,1,0,0.933333333,228,228,19045,228,0,0,0,3,1,102,0,0,0,0,2,11,724,11,11,808,11,0,7,11,1,46,46,1,0,other,2,2,0,1,0,0,0,0,1,0,0,0,11,10,1,0,0,3,8,0,0,3,10,1,public
feature-envy,javacc-5.0,org.javacc.utils,JavaFileGenerator,getLine(BufferedReader),1,1,0,0,0,0,1,10,2,0,2,0,3,1,0,0,1,0,0,0,0,0,4.181818182,4.181818182,0,0,0,1,0,0.933333333,228,228,19045,228,0,0,0,3,1,102,0,0,0,0,2,11,724,11,11,808,11,0,7,11,1,46,46,1,0,other,2,2,0,1,0,0,0,0,1,0,0,0,11,10,1,0,0,3,8,0,0,3,10,1,public
feature-envy,javacc-5.0,org.javacc.utils,JavaFileGenerator,evaluate(String),1,1,0,0,0,0,2,23,4,0,3,0,4,1,0,0,1,0,0,0,0,0,4.181818182,4.181818182,0,0,0,1,0,0.933333333,228,228,19045,228,0,0,0,3,1,102,0,0,0,0,2,11,724,11,11,808,11,0,7,11,1,46,46,1,0,other,2,2,0,1,0,0,0,0,1,0,0,0,11,10,1,0,0,3,8,0,0,3,10,1,public
feature-envy,javacc-5.0,org.javacc.jjdoc,JJDoc,emitTokenProductions(GeneratorList),1,2,0,10,3,0,6,50,11,0,8,0,18,0,1,5,0,2,5,0,0.2,1,5.411764706,5.411764706,42,39,23,3,8,0,391,1345,19045,391,25,0,0,0,7,102,0,0,0,1,2,133,724,17,133,808,17,0,7,79,1,92,92,0,0,other,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,1,0,16,0,0,0,17,17,public
feature-envy,javacc-5.0,org.javacc.parser,Semanticize,start(),3,0,2,19,5,2,8,413,89,0,23,0,61,0.394736842,11,18,15,7,23,0,0.47826087,1,16.66666667,16.66666667,34,30,18,2,14,0.71875,819,14229,19045,819,20,0,0,4,61,102,5,0,0,1,2,399,724,9,466,808,9,1,7,60,0.533333333,150,150,0.8,0,other,0,0,0,0,4,4,0,0,0,0,0,0,9,0,9,2,2,1,3,0,0,4,9,9,public
feature-envy,jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,OptionsDialog(FrameStringStringString),1,4,1,0,0,1,1,5,1,0,4,0,4,0,1,1,0,1,1,0,1,0,2.647058824,2.647058824,3,6,19,7,7,0.89375,571,3052,14480,571,0,0,0,10,33,100,2,1,2,1,5,165,613,17,176,703,17,0,7,39,0.363636364,45,45,0,0,abstract,0,0,0,10,0,0,2,0,2,0,0,0,15,17,0,0,0,10,4,0,4,9,15,0,public
feature-envy,jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,OptionsDialog(DialogStringStringString),1,4,0,0,0,0,1,5,1,0,4,0,4,0,1,1,0,1,1,0,1,0,2.647058824,2.647058824,3,6,19,7,7,0.89375,571,3052,14480,571,0,0,0,10,33,100,2,1,2,1,5,165,613,17,176,703,17,0,7,39,0.363636364,45,45,0,0,abstract,0,0,0,10,0,0,2,0,2,0,0,0,15,17,0,0,0,10,4,0,4,9,15,0,public
feature-envy,jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,addOptionGroup(OptionGroup),1,1,0,0,0,0,1,4,1,0,1,0,1,0,0,0,0,2,0,0,0,0,2.647058824,2.647058824,3,6,19,7,7,0.89375,571,3052,14480,571,0,0,0,10,33,100,2,1,2,1,5,165,613,17,176,703,17,0,7,39,0.363636364,45,45,0,0,abstract,0,0,0,10,0,0,2,0,2,0,0,0,15,17,0,0,0,10,4,0,4,9,15,0,public
feature-envy,jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,addOptionPane(OptionPane),1,1,1,0,0,1,1,4,1,0,1,0,1,0,0,0,0,2,0,0,0,0,2.647058824,2.647058824,3,6,19,7,7,0.89375,571,3052,14480,571,0,0,0,10,33,100,2,1,2,1,5,165,613,17,176,703,17,0,7,39,0.363636364,45,45,0,0,abstract,0,0,0,10,0,0,2,0,2,0,0,0,15,17,0,0,0,10,4,0,4,9,15,0,public
feature-envy,jsXe-04_beta,net.sourceforge.jsxe,jsXe,main(String[]),1,1,0,7,2,0,6,270,35,0,42,0,62,0.642857143,11,20,9,10,22,0,0.5,1,3.384615385,3.325,14,20,46,1,17,0.959935897,1234,4151,14480,1243,0,0,1,16,22,100,1,0,0,1,5,154,613,39,176,703,40,2,7,94,0.23968254,132,133,0.921052632,0,other,6,0,6,0,16,10,0,0,1,9,0,9,31,2,29,0,0,14,4,0,0,36,38,38,public
feature-envy,jsXe-04_beta,net.sourceforge.jsxe.dom,DOMSerializer,rSerializeNode(WriterNodeStringStringintintint),3,7,0,9,1,0,8,402,72,0,32,0,44,0.25,2,3,3,4,3,0,0.666666667,0,10.18181818,7.3125,11,4,7,1,5,0.866666667,714,4404,14480,739,0,0,5,4,15,100,1,0,1,2,5,154,613,11,202,703,16,0,7,24,0.714285714,112,117,0.5,0,other,1,0,1,3,1,0,0,0,2,0,0,0,16,16,0,0,0,4,6,0,0,10,9,0,public
feature-envy,junit-4.10,org.junit.internal.builders,JUnit3Builder,runnerForClass(Class),1,1,0,0,0,0,1,6,2,0,1,0,1,0,1,1,0,1,1,0,1,0,1.5,1.5,0,5,1,2,1,0,12,147,9065,12,6,0,0,0,8,204,0,0,0,0,11,20,987,2,20,1031,2,0,28,11,0,3,3,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,0,2,2,0,public
feature-envy,junit-4.10,org.junit.internal.builders,JUnit3Builder,isPre4Test(Class),1,1,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,1.5,0,5,1,2,1,0,12,147,9065,12,6,0,0,0,8,204,0,0,0,0,11,20,987,2,20,1031,2,0,28,11,0,3,3,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,0,2,2,0,public
feature-envy,junit-4.10,org.junit.internal.builders,IgnoredBuilder,runnerForClass(Class),1,1,0,0,0,0,1,6,2,0,1,0,1,0,1,1,0,0,1,0,1,0,2,2,0,5,1,2,1,0,8,147,9065,8,6,0,0,0,8,204,0,0,0,0,11,20,987,1,20,1031,1,0,28,10,1,2,2,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,public
feature-envy,displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,setId(String),1,1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,0,2.333333333,1.8,0,7,4,3,2,0.75,75,1645,20892,95,18,2,2,4,11,128,0,0,0,3,16,56,796,3,81,1064,5,0,18,27,0.6,7,9,0.6,0,other,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,5,3,0,public
feature-envy,displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,setFieldName(String),1,1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,0,2.333333333,1.8,0,7,4,3,2,0.75,75,1645,20892,95,18,2,2,4,11,128,0,0,0,3,16,56,796,3,81,1064,5,0,18,27,0.6,7,9,0.6,0,other,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,5,3,0,public
feature-envy,displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,init(PageContextObjectTableModel),1,3,0,0,0,0,1,6,1,0,4,0,6,1,1,1,2,0,1,0,1,0,2.333333333,1.8,0,7,4,3,2,0.75,75,1645,20892,95,18,2,2,4,11,128,0,0,0,3,16,56,796,3,81,1064,5,0,18,27,0.6,7,9,0.6,0,other,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,5,3,0,public
feature-envy,displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,finish(),1,0,0,0,0,0,4,29,4,0,5,0,6,1,2,2,2,0,2,0,1,0,2.333333333,1.8,0,7,4,3,2,0.75,75,1645,20892,95,18,2,2,4,11,128,0,0,0,3,16,56,796,3,81,1064,5,0,18,27,0.6,7,9,0.6,0,other,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,5,3,0,public
feature-envy,displaytag-1.2,org.displaytag.util,HtmlTagUtil,abbreviateHtmlString(Stringintboolean),1,3,1,0,0,1,6,160,31,0,18,0,18,0,0,0,0,0,0,0,0,1,10,10,2,2,1,1,1,0,248,2309,20892,248,0,0,0,0,15,128,0,0,0,4,16,78,796,4,96,1064,4,0,18,5,0,40,40,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,0,0,0,1,0,0,3,3,3,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,ObjectInputStreamSupport,ObjectInputStreamSupport(InputStreamClassLoader),1,2,1,0,0,1,1,6,1,0,2,0,3,1,0,0,1,0,0,0,0,0,1.5,1.5,0,0,0,3,0,1,21,4403,31037,21,63,0,0,1,7,110,0,0,0,0,25,78,951,2,88,1199,2,0,9,2,1,3,3,1,0,other,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,1,1,1,0,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,ObjectInputStreamSupport,resolveClass(ObjectStreamClass),1,1,0,0,0,0,1,8,2,0,1,0,2,1,0,0,1,0,0,0,0,0,1.5,1.5,0,0,0,3,0,1,21,4403,31037,21,63,0,0,1,7,110,0,0,0,0,25,78,951,2,88,1199,2,0,9,2,1,3,3,1,0,other,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,1,1,1,0,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,DefaultDynamicMBean(Object),1,1,2,0,0,4,6,74,17,0,5,0,9,1,0,0,4,2,0,0,0,0,8.416666667,10.53333333,11,27,29,1,23,0.896551724,815,4403,31037,1323,0,0,6,8,7,110,0,0,5,0,25,78,951,24,88,1199,30,8,9,69,0.636842105,202,316,0.535714286,0,other,0,0,0,8,0,0,0,0,1,0,0,0,30,30,0,0,0,0,9,0,1,20,23,0,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,getStandardMBeanObject(),1,0,1,0,0,10,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,8.416666667,10.53333333,11,27,29,1,23,0.896551724,815,4403,31037,1323,0,0,6,8,7,110,0,0,5,0,25,78,951,24,88,1199,30,8,9,69,0.636842105,202,316,0.535714286,0,other,0,0,0,8,0,0,0,0,1,0,0,0,30,30,0,0,0,0,9,0,1,20,23,0,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,makeMBeanInfo(),1,0,0,0,0,0,1,12,1,0,2,0,7,1,1,1,2,1,1,0,1,0,8.416666667,10.53333333,11,27,29,1,23,0.896551724,815,4403,31037,1323,0,0,6,8,7,110,0,0,5,0,25,78,951,24,88,1199,30,8,9,69,0.636842105,202,316,0.535714286,0,other,0,0,0,8,0,0,0,0,1,0,0,0,30,30,0,0,0,0,9,0,1,20,23,0,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,invoke(StringObject[]String[]),2,3,0,4,4,0,8,244,50,0,32,0,33,0.333333333,10,6,2,5,10,0,1,0,8.416666667,10.53333333,11,27,29,1,23,0.896551724,815,4403,31037,1323,0,0,6,8,7,110,0,0,5,0,25,78,951,24,88,1199,30,8,9,69,0.636842105,202,316,0.535714286,0,other,0,0,0,8,0,0,0,0,1,0,0,0,30,30,0,0,0,0,9,0,1,20,23,0,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,setAttribute(Attribute),3,1,0,7,5,0,8,208,44,0,29,0,36,0.3,12,8,3,1,15,0,0.8,0,8.416666667,10.53333333,11,27,29,1,23,0.896551724,815,4403,31037,1323,0,0,6,8,7,110,0,0,5,0,25,78,951,24,88,1199,30,8,9,69,0.636842105,202,316,0.535714286,0,other,0,0,0,8,0,0,0,0,1,0,0,0,30,30,0,0,0,0,9,0,1,20,23,0,public
feature-envy,xmojo-5.0.0,com.adventnet.jmx,MBeanServerImpl,createMBean(StringObjectNameObject[]String[]),1,4,0,1,1,0,6,120,19,0,18,0,18,0.5,5,6,1,3,7,0,0.714285714,0,8.902439024,8.431818182,9,33,42,1,26,0.863787375,2758,4403,31037,2827,0,0,3,7,7,110,0,0,1,0,25,78,951,41,88,1199,44,0,9,95,0.685606061,365,371,0.914285714,0,other,0,0,0,6,1,1,0,0,2,0,0,0,44,44,0,0,0,7,9,0,0,35,39,0,public
feature-envy,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,setDebug(boolean),1,1,1,0,0,1,1,6,2,0,1,0,2,1,0,0,1,0,0,0,0,1,3.923076923,3.923076923,3,4,3,2,3,0.683333333,218,752,18243,218,3,2,0,5,6,132,0,0,0,0,23,38,781,13,38,1278,13,0,16,19,0.755555556,51,51,1,0,other,0,0,0,4,1,1,0,0,1,0,0,0,13,11,2,0,0,5,2,0,0,11,12,2,public
feature-envy,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,isLoggable(Level),1,1,1,0,0,3,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,1,3.923076923,3.923076923,3,4,3,2,3,0.683333333,218,752,18243,218,3,2,0,5,6,132,0,0,0,0,23,38,781,13,38,1278,13,0,16,19,0.755555556,51,51,1,0,other,0,0,0,4,1,1,0,0,1,0,0,0,13,11,2,0,0,5,2,0,0,11,12,2,public
feature-envy,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,ByteBufferOutputStream(ArrayListClientHandler),1,2,1,0,0,1,1,6,3,0,2,0,4,1,0,0,2,0,0,0,0,0,3.923076923,3.923076923,3,4,3,2,3,0.683333333,218,752,18243,218,3,2,0,5,6,132,0,0,0,0,23,38,781,13,38,1278,13,0,16,19,0.755555556,51,51,1,0,other,0,0,0,4,1,1,0,0,1,0,0,0,13,11,2,0,0,5,2,0,0,11,12,2,public
feature-envy,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,close(),1,0,1,0,0,1,2,5,2,0,0,0,1,1,0,0,1,1,0,0,0,0,3.923076923,3.923076923,3,4,3,2,3,0.683333333,218,752,18243,218,3,2,0,5,6,132,0,0,0,0,23,38,781,13,38,1278,13,0,16,19,0.755555556,51,51,1,0,other,0,0,0,4,1,1,0,0,1,0,0,0,13,11,2,0,0,5,2,0,0,11,12,2,public
feature-envy,quickserver-1.4.7,org.quickserver.net.qsadmin.gui,Propertie,addToPanel(ContainerGridBagConstraintsPropertiePanelQSAdminMain),1,4,1,0,0,1,3,98,7,0,8,0,15,1,2,2,8,2,2,0,1,0,3.75,2.466666667,1,5,5,1,6,0.92364532,175,2259,18243,319,0,0,22,14,41,132,1,0,0,1,23,103,781,8,161,1278,30,0,16,36,0.192118227,30,74,0.24137931,0,other,0,0,0,14,0,0,0,0,0,0,0,0,30,30,0,0,0,14,1,0,0,29,8,0,public
feature-envy,quickserver-1.4.7,org.quickserver.security,SecureStoreManager,loadKeyManagers(QuickServerConfig),3,1,1,10,4,1,3,84,11,0,9,0,21,0.166666667,6,3,2,1,13,0,0.461538462,0,4.857142857,4.857142857,15,8,3,1,7,0.75,255,304,18243,255,0,0,0,2,2,132,0,0,0,0,23,38,781,7,38,1278,7,0,16,25,0.142857143,34,34,1,0,other,0,0,0,1,1,1,0,0,0,0,0,0,7,7,0,0,0,2,0,0,2,5,7,0,public
feature-envy,jpf-1.0.2,org.java.plugin.tools,PluginArchiver,pack(PluginDescriptorPathResolverFile),1,3,1,0,0,1,1,7,1,0,3,0,3,0,3,3,0,1,3,0,1,1,3.5,3.5,0,9,23,1,14,0.866666667,561,613,18172,561,0,0,0,1,6,121,5,0,0,1,31,25,982,16,28,1271,16,0,10,42,0.622222222,56,56,1,0,final,1,0,1,0,1,0,0,0,1,0,0,0,16,1,15,0,0,1,6,0,0,10,15,15,public
feature-envy,jpf-1.0.2,org.java.plugin.tools,PluginArchiver,pack(PluginFragmentPathResolverFile),1,3,1,0,0,1,1,7,1,0,3,0,3,0,3,3,0,1,3,0,1,1,3.5,3.5,0,9,23,1,14,0.866666667,561,613,18172,561,0,0,0,1,6,121,5,0,0,1,31,25,982,16,28,1271,16,0,10,42,0.622222222,56,56,1,0,final,1,0,1,0,1,0,0,0,1,0,0,0,16,1,15,0,0,1,6,0,0,10,15,15,public
feature-envy,jpf-1.0.2,org.java.plugin.tools,PluginArchiver,pack(URLStringFile),1,3,0,0,0,0,3,20,3,0,7,0,7,0,1,1,0,1,1,0,1,1,3.5,3.5,0,9,23,1,14,0.866666667,561,613,18172,561,0,0,0,1,6,121,5,0,0,1,31,25,982,16,28,1271,16,0,10,42,0.622222222,56,56,1,0,final,1,0,1,0,1,0,0,0,1,0,0,0,16,1,15,0,0,1,6,0,0,10,15,15,public
feature-envy,jpf-1.0.2,org.java.plugin.tools,PluginArchiver,pack(PluginRegistryPathResolverFile),1,3,1,0,0,1,2,10,1,0,3,0,3,0,1,1,0,1,1,0,1,1,3.5,3.5,0,9,23,1,14,0.866666667,561,613,18172,561,0,0,0,1,6,121,5,0,0,1,31,25,982,16,28,1271,16,0,10,42,0.622222222,56,56,1,0,final,1,0,1,0,1,0,0,0,1,0,0,0,16,1,15,0,0,1,6,0,0,10,15,15,public
feature-envy,jpf-1.0.2,org.java.plugin.tools.ant,BaseJpfTask,initRegistry(boolean),1,1,7,0,0,7,6,80,17,0,14,0,18,1,4,6,4,3,6,0,0.666666667,0,6.428571429,3.375,0,7,11,4,5,0.891666667,188,1322,18172,248,0,0,9,8,11,121,0,7,0,0,31,32,982,7,72,1271,16,0,10,27,0.20952381,45,54,0,0,abstract,2,1,1,6,1,0,0,0,0,8,8,0,8,8,0,0,0,8,1,0,10,5,7,0,public
feature-envy,jpf-1.0.2,org.java.plugin.standard,ShadowDataController,shadowResource(URLStringboolean),1,3,1,0,0,1,6,147,23,0,21,0,24,1,2,7,3,3,7,0,0.285714286,0,8.333333333,8.333333333,0,2,13,1,3,0.642857143,393,3177,18172,393,0,0,0,7,19,121,1,0,0,0,31,124,982,9,133,1271,9,0,10,22,1,75,75,0,0,final,7,6,1,0,1,0,0,0,1,0,0,0,9,8,1,0,2,7,7,0,0,0,8,1,package
feature-envy,jpf-1.0.2,org.java.plugin.registry.xml,PluginRegistryImpl,register(URL[]),1,1,0,4,1,0,7,164,28,0,18,0,30,0.666666667,13,19,8,6,19,0,0.684210526,0,4.451612903,4.451612903,6,27,47,1,23,0.811111111,1142,5146,18172,1142,0,0,0,9,38,121,2,0,1,0,31,247,982,31,397,1271,31,0,10,82,0.405797101,138,138,1,0,final,7,4,3,2,3,0,0,0,1,0,0,0,31,31,0,1,1,8,6,0,0,24,30,0,public
feature-envy,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,CustomPermissionsURLClassLoader(URL[]MapClassLoader),1,3,1,0,0,1,1,4,1,0,3,0,4,1,0,0,1,0,0,0,0,0,1.833333333,1.833333333,0,0,1,4,1,1,59,59,12103,59,45,1,0,1,2,208,1,0,0,0,29,7,1252,6,7,1302,6,0,15,7,0,11,11,1,0,other,1,1,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,1,1,0,1,4,5,0,public
feature-envy,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,loadClass(String),1,1,0,0,0,0,2,7,2,0,2,0,2,0,0,0,0,1,0,0,0,0,1.833333333,1.833333333,0,0,1,4,1,1,59,59,12103,59,45,1,0,1,2,208,1,0,0,0,29,7,1252,6,7,1302,6,0,15,7,0,11,11,1,0,other,1,1,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,1,1,0,1,4,5,0,public
feature-envy,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,findClass(String),1,1,0,0,0,0,2,7,2,0,2,0,2,0,0,0,0,1,0,0,0,0,1.833333333,1.833333333,0,0,1,4,1,1,59,59,12103,59,45,1,0,1,2,208,1,0,0,0,29,7,1252,6,7,1302,6,0,15,7,0,11,11,1,0,other,1,1,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,1,1,0,1,4,5,0,public
feature-envy,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,decorateException(StringClassNotFoundException),1,2,0,0,0,0,3,19,3,0,5,0,4,0,1,1,0,0,1,0,1,0,1.833333333,1.833333333,0,0,1,4,1,1,59,59,12103,59,45,1,0,1,2,208,1,0,0,0,29,7,1252,6,7,1302,6,0,15,7,0,11,11,1,0,other,1,1,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,1,1,0,1,4,5,0,public
feature-envy,freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,PoolElement(ConnectionPoolConnectionDbPropertiesint),1,4,1,6,2,1,1,13,3,0,4,0,15,0.454545455,1,1,5,1,1,0,1,0,11,10.52941176,51,10,18,1,7,0.825892857,616,1180,25747,695,0,2,2,14,4,131,0,0,0,0,16,37,1137,15,39,1404,17,3,12,49,0.722222222,165,179,0.75,0,other,3,0,3,19,3,0,0,0,1,0,0,0,17,16,1,9,1,10,7,0,0,9,14,1,public
feature-envy,freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,isValid(),1,0,0,4,2,0,2,20,7,0,0,0,11,0.636363636,1,1,7,0,1,0,1,0,11,10.52941176,51,10,18,1,7,0.825892857,616,1180,25747,695,0,2,2,14,4,131,0,0,0,0,16,37,1137,15,39,1404,17,3,12,49,0.722222222,165,179,0.75,0,other,3,0,3,19,3,0,0,0,1,0,0,0,17,16,1,9,1,10,7,0,0,9,14,1,public
feature-envy,freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,cleanup(),1,0,2,3,1,5,3,40,10,0,1,0,11,0.7,1,2,7,1,2,0,0.5,0,11,10.52941176,51,10,18,1,7,0.825892857,616,1180,25747,695,0,2,2,14,4,131,0,0,0,0,16,37,1137,15,39,1404,17,3,12,49,0.722222222,165,179,0.75,0,other,3,0,3,19,3,0,0,0,1,0,0,0,17,16,1,9,1,10,7,0,0,9,14,1,public
