severity,NOP_method,ATFD_method,MAXNESTING_method,LOC_method,LAA_method,FANOUT_method,CLNAMM_method,CDISP_method,isStatic_method,AMW_type,CBO_type,DIT_type,FANOUT_type,LCOM5_type,MaMCL_method,NIM_type,NOAM_type,NOII_type,NOI_package,NOMNAMM_package,NOM_project,NOPK_project,RFC_type,TCC_type,WMC_type,WOC_type,modifier_type,num_final_attributes,num_not_final_not_static_attributes,number_constructor_DefaultConstructor_methods,number_not_final_static_methods,number_package_visibility_attributes,number_private_visibility_attributes,number_protected_visibility_methods,number_static_methods,visibility_type
0,0,10,2,29,0,4,0,0.444444444,0,2,5,2,4,0,2,8,0,0,0,49,1879,22,20,1,2,0,other,0,0,0,0,0,0,0,0,package
0,2,0,1,6,1,1,0,1,0,13,3,2,1,1,0,7,0,0,0,18,2169,37,12,1,26,0.285714286,other,5,2,0,0,0,2,0,0,public
0,1,9,3,21,0.181818182,6,1,0.857142857,0,2.363636364,10,2,11,0.78,0,3,3,1,4,56,2169,37,32,0.428571429,26,0.666666667,other,0,5,0,0,0,5,0,0,public
0,1,0,2,7,0,0,0,0,0,5.460285132,7,1,5,0.979644165,0,0,9,2,1,583,3309,19,503,0.863372093,2681,0.912408759,other,1,39,0,1,1,36,0,1,public
0,0,0,1,3,0,0,1,0,0,5.460285132,7,1,5,0.979644165,0,0,9,2,1,583,3309,19,503,0.863372093,2681,0.912408759,other,1,39,0,1,1,36,0,1,public
0,0,0,1,3,0,0,1,0,0,5.460285132,7,1,5,0.979644165,0,0,9,2,1,583,3309,19,503,0.863372093,2681,0.912408759,other,1,39,0,1,1,36,0,1,public
0,1,0,1,4,1,0,1,0,0,4.1,11,1,12,0.963869464,0,0,2,1,0,46,2923,44,88,0.426742532,164,0.727272727,other,8,14,0,0,0,5,22,0,public
0,0,0,2,49,1,1,1,1,0,4.1,11,1,12,0.963869464,0,0,2,1,0,46,2923,44,88,0.426742532,164,0.727272727,other,8,14,0,0,0,5,22,0,public
0,0,0,3,24,1,1,0,1,0,4.1,11,1,12,0.963869464,0,0,2,1,0,46,2923,44,88,0.426742532,164,0.727272727,other,8,14,0,0,0,5,22,0,public
2,1,8,4,244,0.578947368,7,6,0.466666667,0,4.1,11,1,12,0.963869464,0,0,2,1,0,46,2923,44,88,0.426742532,164,0.727272727,other,8,14,0,0,0,5,22,0,public
2,1,6,8,176,0.142857143,5,5,0.227272727,0,4.1,11,1,12,0.963869464,0,0,2,1,0,46,2923,44,88,0.426742532,164,0.727272727,other,8,14,0,0,0,5,22,0,public
2,2,18,8,163,0.333333333,9,4,0.290322581,0,2.770700637,31,1,69,0.98964497,0,0,39,2,7,469,2923,44,366,0.240110079,435,0,abstract,6,32,0,0,0,22,62,0,public
0,0,0,1,1,1,0,0,0,0,3.444444444,0,1,0,0.953571429,0,0,4,0,1,30,2742,33,9,0.535714286,31,0.217391304,other,19,14,0,1,0,2,0,1,public
0,0,0,1,1,1,0,0,0,0,3.444444444,0,1,0,0.953571429,0,0,4,0,1,30,2742,33,9,0.535714286,31,0.217391304,other,19,14,0,1,0,2,0,1,public
0,0,0,1,1,1,0,0,0,0,3.444444444,0,1,0,0.953571429,0,0,4,0,1,30,2742,33,9,0.535714286,31,0.217391304,other,19,14,0,1,0,2,0,1,public
0,1,8,3,39,0,2,0,0.333333333,1,5.666666667,6,1,5,0,0,0,0,0,1,30,2742,33,16,0,17,1,other,0,0,0,3,0,0,0,3,public
0,1,0,3,30,1,0,1,0,0,3,1,1,1,0.857142857,0,0,0,0,0,8,2957,33,9,1,24,1,other,2,0,1,1,0,0,0,2,public
0,3,0,4,58,1,0,3,0,0,3,1,1,1,0.857142857,0,0,0,0,0,8,2957,33,9,1,24,1,other,2,0,1,1,0,0,0,2,public
0,1,0,1,6,0,0,0,0,0,3,1,1,1,0.857142857,0,0,0,0,0,8,2957,33,9,1,24,1,other,2,0,1,1,0,0,0,2,public
0,3,0,2,18,0,0,0,0,1,4.272727273,0,1,0,1,0,0,2,1,0,9,2714,40,11,0,47,0,abstract,0,1,0,1,0,0,2,1,public
3,2,21,7,210,0.16,6,2,0.428571429,0,8.1,13,1,11,0.73015873,0,0,0,1,3,124,2714,40,32,1,81,1,final,1,6,1,0,0,7,2,0,public
2,2,11,6,156,0.214285714,5,3,0.357142857,0,4,14,2,6,1,0,5,0,1,3,124,2714,40,33,1,20,0.166666667,other,6,0,0,0,0,2,0,0,public
0,0,0,1,3,0,0,0,0,0,3.090909091,24,2,11,0.85,0,130,1,0,3,181,2996,32,232,0.619047619,34,0.888888889,other,0,13,0,0,0,0,1,0,public
0,1,2,1,5,0.666666667,3,0,0.75,0,3.090909091,24,2,11,0.85,0,130,1,0,3,181,2996,32,232,0.619047619,34,0.888888889,other,0,13,0,0,0,0,1,0,public
2,2,1,7,138,0,1,0,0.25,0,9,5,1,4,0.952380952,0,0,1,2,1,46,2996,32,18,0.333333333,72,0.5,other,0,6,1,0,0,0,1,0,public
0,0,0,1,2,0,0,0,0,0,1.428571429,3,2,2,0.666666667,0,11,2,1,0,50,3790,48,22,1,10,0.6,other,1,1,0,0,1,1,0,0,public
0,2,0,1,3,0,0,1,0,0,1.428571429,3,2,2,0.666666667,0,11,2,1,0,50,3790,48,22,1,10,0.6,other,1,1,0,0,1,1,0,0,public
0,3,0,1,3,0,1,0,1,0,1.428571429,3,2,2,0.666666667,0,11,2,1,0,50,3790,48,22,1,10,0.6,other,1,1,0,0,1,1,0,0,public
2,2,0,4,153,1,4,5,0.5,0,5.714285714,3,1,5,0.967948718,0,0,0,0,0,50,3790,48,29,0.309090909,80,1,other,9,3,0,1,0,12,10,1,public
0,1,7,3,20,0,1,1,0.125,1,2.923076923,4,1,3,0,0,0,0,0,0,46,3790,48,25,0,38,1,final,0,0,0,12,0,0,0,12,public
0,2,0,1,4,0,1,0,1,0,1.2,1,1,1,0.75,0,0,2,2,0,12,4165,108,7,0.2,6,0.6,other,0,2,0,0,2,0,0,0,public
0,1,0,1,6,1,0,0,0,0,1.2,1,1,1,0.75,0,0,2,2,0,12,4165,108,7,0.2,6,0.6,other,0,2,0,0,2,0,0,0,public
0,2,5,2,27,0.285714286,8,1,0.470588235,0,4.6,24,2,15,0.5,0,7,0,0,0,17,4165,108,55,0.333333333,23,1,other,0,1,0,1,0,1,2,1,public
0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,235,4143,24,1,1,1,0,other,0,0,0,0,0,0,1,0,package
0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,235,4143,24,1,1,1,0,other,0,0,0,0,0,0,1,0,package
0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,235,4143,24,1,1,1,0,other,0,0,0,0,0,0,1,0,package
3,0,0,7,438,1,0,1,0,0,13.54545455,7,1,6,0.7625,0,0,0,1,2,237,4143,24,18,0.6,149,1,other,1,9,0,0,1,9,0,0,public
1,4,1,6,111,0.666666667,2,1,0.5,0,3.771428571,3,2,4,0.455882353,0,0,2,0,0,77,4143,24,46,0.878787879,132,0.935483871,other,0,2,0,1,0,0,4,1,public
0,3,3,1,11,0,0,0,0,0,2,2,1,1,1,0,0,0,1,0,2,3884,40,3,1,4,1,other,0,3,0,0,0,0,0,0,public
0,1,3,1,7,0,1,0,1,0,2,2,1,1,1,0,0,0,1,0,2,3884,40,3,1,4,1,other,0,3,0,0,0,0,0,0,public
0,1,0,1,3,0,1,0,1,0,5.8,22,2,15,0,0,5,0,0,1,41,3884,40,51,1,29,1,other,0,0,0,0,0,0,0,0,public
0,2,0,2,22,0,1,0,1,0,3.428571429,11,2,11,0,0,10,0,0,0,32,4551,28,37,0,24,1,other,0,0,1,1,0,0,0,1,public
0,1,0,1,3,0,1,0,1,0,3.428571429,11,2,11,0,0,10,0,0,0,32,4551,28,37,0,24,1,other,0,0,1,1,0,0,0,1,public
0,2,0,1,3,0,1,0,1,0,3.428571429,11,2,11,0,0,10,0,0,0,32,4551,28,37,0,24,1,other,0,0,1,1,0,0,0,1,public
0,1,11,2,10,0.176470588,2,0,1,0,2.214285714,4,5,8,0.86013986,0,520,3,0,0,44,4551,28,32,1,31,0.428571429,other,0,7,0,0,7,0,0,0,public
2,0,10,11,171,0.230769231,5,5,0.294117647,0,3.782608696,7,2,7,0.921487603,2,44,5,0,0,54,4551,28,42,0.385714286,87,0.708333333,other,0,9,0,0,0,9,0,0,public
2,1,8,10,121,0.944444444,5,1,0.3125,0,5.953488372,38,3,21,0.944444444,2,123,3,0,1,161,4551,28,302,0.340243902,256,0.909090909,other,0,2,0,0,1,1,10,0,public
0,0,0,1,5,1,0,0,0,0,1.285714286,0,1,0,0.777777778,0,0,4,1,0,16,4305,35,7,0.238095238,9,0.428571429,other,0,3,0,0,0,3,0,0,public
0,1,0,1,9,1,0,0,0,0,1.285714286,0,1,0,0.777777778,0,0,4,1,0,16,4305,35,7,0.238095238,9,0.428571429,other,0,3,0,0,0,3,0,0,public
0,1,0,1,5,1,0,0,0,0,1.285714286,0,1,0,0.777777778,0,0,4,1,0,16,4305,35,7,0.238095238,9,0.428571429,other,0,3,0,0,0,3,0,0,public
0,0,0,4,137,0,2,0,0.666666667,0,3,5,6,3,0.75,0,114,0,0,0,16,4305,35,18,0.333333333,15,1,other,0,1,0,0,0,1,0,0,public
2,0,10,8,235,0,4,0,0.333333333,0,25,6,2,4,0,0,44,0,0,0,40,4305,35,13,1,25,0,other,0,0,0,0,0,0,0,0,package
2,1,0,9,177,0,4,0,0.444444444,1,12.5,23,7,12,1,0,158,0,0,0,39,4305,35,90,0,25,0.666666667,other,2,6,0,1,0,8,0,1,public
0,1,10,4,77,0.090909091,7,0,0.388888889,0,3.4,22,6,25,0.972906404,2,129,9,0,2,163,4305,35,93,0.073891626,102,0.607142857,other,1,10,0,5,0,12,3,5,public
1,4,0,6,120,1,2,3,0.666666667,1,4.0625,3,1,4,0.933333333,0,0,0,0,14,591,4305,35,29,0.057142857,65,1,other,0,0,0,16,0,1,0,16,public
2,5,0,7,193,1,4,0,0.4,1,12,23,7,10,1,0,158,0,0,0,40,4305,35,91,0,24,0.666666667,other,2,6,0,1,0,8,0,1,public
2,4,9,7,177,0.428571429,2,0,0.1,0,5.5,4,1,4,0.95,1,0,0,2,2,203,4305,35,29,0.6,33,1,other,6,1,0,0,0,8,0,0,public
0,2,2,1,6,0,1,0,0.333333333,0,1,5,1,2,0,0,0,0,1,3,40,5527,85,6,0,2,1,other,0,0,0,0,0,0,0,0,public
0,2,1,1,3,0,1,0,1,0,1,5,1,2,0,0,0,0,1,3,40,5527,85,6,0,2,1,other,0,0,0,0,0,0,0,0,public
0,1,0,1,22,0,0,0,0,1,3,0,1,0,0,0,0,0,0,3,40,5527,85,2,0,6,1,other,0,0,0,2,0,0,0,2,public
0,4,13,3,47,0.071428571,2,9,0.333333333,0,2.666666667,10,7,5,0.363636364,0,77,1,0,0,11,5527,85,31,1,32,0.5,other,0,2,0,0,0,2,2,0,public
0,1,11,1,13,0.153846154,6,0,0.352941176,0,1.6,12,1,12,0.571428571,2,0,4,0,0,55,5527,85,49,0.8,24,0.733333333,other,0,3,0,0,0,3,0,0,public
3,4,32,8,363,0.177777778,13,4,0.30952381,0,3.6,16,7,14,0.947368421,2,59,12,0,1,40,5527,85,66,0.161904762,72,0.1875,other,1,8,0,0,2,7,1,0,public
2,4,4,6,136,0.6,4,3,0.285714286,0,4.875,5,7,5,0.910714286,0,59,2,0,1,40,5527,85,23,0.666666667,39,0.333333333,other,2,2,0,0,0,8,1,0,public
2,4,28,7,127,0.151515152,16,3,0.363636364,0,4.026666667,43,1,38,0.926126126,2,0,17,1,2,126,5527,85,264,0.402898551,302,0.757142857,other,0,14,0,1,0,15,0,1,public
2,3,29,7,142,0.171428571,16,3,0.347826087,0,4.026666667,43,1,38,0.926126126,2,0,17,1,2,126,5527,85,264,0.402898551,302,0.757142857,other,0,14,0,1,0,15,0,1,public
1,4,52,6,157,0.103448276,6,0,0.077922078,0,2.555555556,9,7,6,0.895833333,2,77,5,0,0,51,5527,85,86,0.178571429,23,0.285714286,other,0,6,0,0,0,6,2,0,public
2,6,16,7,139,0.2,16,3,0.533333333,0,2.266666667,20,2,19,0.887755102,0,3,9,0,0,171,5527,85,59,0.252747253,34,0.357142857,other,0,7,0,0,0,7,0,0,public
2,4,22,7,160,0.153846154,5,2,0.217391304,0,5.666666667,8,7,6,0.875,2,59,2,0,0,171,5527,85,33,0.666666667,51,0.333333333,other,0,4,0,0,2,2,1,0,public
3,6,42,8,391,0.125,18,6,0.375,0,5,29,3,25,0.922222222,3,4,5,0,0,171,5527,85,87,0.222222222,80,0.5,other,0,5,0,0,0,6,0,0,public
0,1,0,1,4,1,0,0,0,0,1.666666667,4,1,2,0.5,0,0,0,1,0,215,5154,33,6,1,5,1,other,1,0,0,0,0,1,0,0,public
0,1,0,2,7,1,2,0,1,0,1.666666667,4,1,2,0.5,0,0,0,1,0,215,5154,33,6,1,5,1,other,1,0,0,0,0,1,0,0,public
0,1,0,2,7,1,2,0,1,0,1.666666667,4,1,2,0.5,0,0,0,1,0,215,5154,33,6,1,5,1,other,1,0,0,0,0,1,0,0,public
0,5,8,1,32,0.2,1,0,1,0,1.909090909,82,2,4,0.9,0,109,0,3,0,215,5154,33,128,0.027777778,21,1,other,0,2,1,4,0,2,0,4,public
0,5,18,2,29,0.1,0,0,0,0,3.615384615,86,2,8,0.541666667,0,105,0,3,0,215,5154,33,129,0.681818182,47,1,other,1,1,0,0,0,2,0,0,public
2,0,0,6,241,1,2,5,0.5,0,6.916666667,2,1,4,0.977272727,0,0,0,1,0,16,5154,33,20,0.7,83,0.875,other,13,3,0,1,0,15,0,1,public
0,1,0,3,14,0,0,0,0,1,3.277777778,1,1,1,0.985714286,0,0,0,0,0,64,5715,80,38,0.001782531,118,0.971428571,other,1,0,0,34,0,1,0,36,public
0,1,0,1,3,0,0,1,0,1,3.277777778,1,1,1,0.985714286,0,0,0,0,0,64,5715,80,38,0.001782531,118,0.971428571,other,1,0,0,34,0,1,0,36,public
0,2,0,2,11,0,0,0,0,1,3.277777778,1,1,1,0.985714286,0,0,0,0,0,64,5715,80,38,0.001782531,118,0.971428571,other,1,0,0,34,0,1,0,36,public
1,8,0,3,91,1,0,0,0,1,4.428571429,0,1,0,1,0,0,0,0,0,64,5715,80,7,1,31,1,other,0,0,0,7,0,1,0,7,public
0,0,13,4,46,0.2,5,1,0.294117647,0,2,14,3,6,0.916666667,2,72,2,0,0,47,5715,80,80,0.666666667,14,0.714285714,other,0,1,0,0,0,2,0,0,public
2,5,18,6,95,0.142857143,8,0,0.266666667,0,3.818181818,19,3,15,0.8,0,11,0,0,0,24,5715,80,91,1,42,1,other,1,0,0,0,1,1,0,0,public
2,4,3,6,228,0.4,13,2,0.433333333,1,5.857142857,19,1,18,0.884615385,0,0,0,0,1,161,5715,80,64,0.857142857,82,1,other,1,0,0,14,0,2,0,14,public
1,4,19,7,106,0.05,7,3,0.269230769,1,5.25,11,1,10,1,0,0,0,0,0,14,5715,80,56,1,42,1,other,0,0,0,8,0,2,0,8,public
0,0,0,1,2,0,0,0,0,0,4.142857143,12,1,11,0.666666667,0,0,0,0,0,165,5983,29,34,1,29,1,other,1,1,0,0,0,2,0,0,public
0,1,1,2,16,1,5,0,0.833333333,0,4.142857143,12,1,11,0.666666667,0,0,0,0,0,165,5983,29,34,1,29,1,other,1,1,0,0,0,2,0,0,public
0,1,2,2,33,1,7,0,0.7,0,4.142857143,12,1,11,0.666666667,0,0,0,0,0,165,5983,29,34,1,29,1,other,1,1,0,0,0,2,0,0,public
0,1,7,3,36,0.2,9,0,0.529411765,0,4.142857143,12,1,11,0.666666667,0,0,0,0,0,165,5983,29,34,1,29,1,other,1,1,0,0,0,2,0,0,public
0,1,7,2,43,0.2,8,0,0.615384615,0,4.142857143,12,1,11,0.666666667,0,0,0,0,0,165,5983,29,34,1,29,1,other,1,1,0,0,0,2,0,0,public
2,3,13,3,135,0.125,11,0,0.458333333,0,5.555555556,26,1,23,0.78125,0,0,0,0,0,165,5983,29,75,0.642857143,50,1,other,1,1,0,0,0,4,0,0,public
2,2,31,6,271,0.178571429,14,0,0.285714286,0,11.6,15,1,14,0.7,0,0,0,0,0,165,5983,29,63,0.833333333,58,1,other,1,4,0,0,0,5,0,0,public
2,2,13,3,102,0.2,12,0,0.5,0,5.333333333,26,1,24,0.704081633,0,0,0,0,0,165,5983,29,98,0.692307692,80,1,other,1,5,0,2,0,7,0,2,public
2,5,22,6,115,0.034482759,8,1,0.235294118,0,5.090909091,13,1,10,1,0,0,0,1,7,492,5983,29,58,0.022222222,56,1,other,1,0,0,0,0,1,0,0,public
0,2,1,1,7,1,4,0,1,0,1.47826087,9,5,7,0.949494949,0,0,1,3,6,334,5366,45,35,0.380952381,34,0,abstract,2,7,0,0,0,0,6,0,public
0,1,0,1,7,1,1,0,1,0,1.47826087,9,5,7,0.949494949,0,0,1,3,6,334,5366,45,35,0.380952381,34,0,abstract,2,7,0,0,0,0,6,0,public
0,0,1,3,31,0.75,1,3,1,0,1.47826087,9,5,7,0.949494949,0,0,1,3,6,334,5366,45,35,0.380952381,34,0,abstract,2,7,0,0,0,0,6,0,public
2,2,1,6,125,0.928571429,6,3,0.5,0,5.153846154,8,2,7,0.967592593,0,13,1,0,3,32,5366,45,41,0.666666667,67,1,other,12,5,1,1,15,1,9,1,public
2,6,1,6,118,0.923076923,7,1,0.388888889,1,7.090909091,13,1,12,0.992307692,0,0,0,0,0,15,5366,45,45,0.054545455,78,0.666666667,other,12,0,0,11,0,10,5,11,public
0,1,34,1,54,0.081081081,21,0,1,0,2,5,2,25,0.8875,0,15,1,1,1,424,5366,45,39,0.464285714,18,0.888888889,other,0,9,0,0,0,10,0,0,public
0,0,0,1,3,0,1,0,1,0,1,1,3,1,0,0,6,0,0,0,24,5518,54,6,1,1,1,other,0,0,0,0,0,0,0,0,public
0,2,0,1,4,1,0,0,0,0,1.8,0,2,0,1,0,2,1,0,0,24,5518,54,5,0,9,0.666666667,other,2,0,0,1,0,2,0,1,public
0,1,0,2,6,0,0,2,0,0,1.8,0,2,0,1,0,2,1,0,0,24,5518,54,5,0,9,0.666666667,other,2,0,0,1,0,2,0,1,public
2,4,11,3,99,0.214285714,4,1,0.266666667,0,3.692307692,17,1,13,0.944444444,0,0,0,0,0,59,5518,54,48,0,48,0,abstract,1,5,0,0,0,6,1,0,public
0,1,19,3,45,0.095238095,3,18,1,0,3.32,9,6,5,0.916666667,2,527,0,1,0,155,5518,54,44,0.213438735,83,1,other,0,24,0,0,23,1,0,0,public
2,2,2,7,101,0.888888889,8,0,0.444444444,1,27,8,1,8,0,0,0,0,0,17,372,5518,54,19,1,27,0.111111111,other,8,0,0,1,0,0,0,1,public
0,0,0,1,3,0,1,0,1,0,1.111111111,12,2,4,0,0,3,0,0,0,79,5788,43,20,0,10,1,other,0,0,0,0,0,0,0,0,public
0,0,0,1,3,0,0,0,0,0,1.111111111,12,2,4,0,0,3,0,0,0,79,5788,43,20,0,10,1,other,0,0,0,0,0,0,0,0,public
0,0,0,1,3,0,0,0,0,0,1.111111111,12,2,4,0,0,3,0,0,0,79,5788,43,20,0,10,1,other,0,0,0,0,0,0,0,0,public
0,1,2,4,41,0.666666667,3,1,0.6,0,3.5,10,3,7,0,0,11,0,0,0,240,5788,43,28,0,14,1,other,0,0,0,0,0,0,0,0,public
0,0,0,1,37,0,1,0,1,0,1,14,3,1,0,0,13,0,0,0,6,5959,88,47,0,2,1,other,0,0,0,1,0,0,0,1,public
0,1,6,4,51,0,7,4,0.636363636,1,5.555555556,18,1,20,1,0,0,0,0,3,74,5959,88,45,0.6,50,0.3125,other,17,0,0,9,0,6,0,9,public
0,1,6,1,16,0.333333333,1,0,0.5,0,1.6,15,3,2,1,0,43,3,0,0,20,5768,24,54,0,8,0.222222222,other,4,0,0,0,0,0,0,0,public
0,1,1,1,3,0,2,0,1,0,1.6,15,3,2,1,0,43,3,0,0,20,5768,24,54,0,8,0.222222222,other,4,0,0,0,0,0,0,0,public
0,1,1,1,3,0,1,0,1,0,1.6,15,3,2,1,0,43,3,0,0,20,5768,24,54,0,8,0.222222222,other,4,0,0,0,0,0,0,0,public
0,0,1,1,3,0,1,0,1,0,1.6,15,3,2,1,0,43,3,0,0,20,5768,24,54,0,8,0.222222222,other,4,0,0,0,0,0,0,0,public
0,4,10,3,57,0.090909091,6,9,0.333333333,1,4.363636364,16,1,13,1,0,0,0,0,0,154,5768,24,77,0.175,96,1,final,2,0,0,21,1,1,0,21,public
2,1,2,8,103,0.428571429,3,4,0.428571429,0,8,3,1,5,1,0,0,0,0,0,21,5768,24,21,1,80,1,other,5,1,0,1,0,6,0,1,public
0,1,11,3,33,0.083333333,3,0,0.6,0,6.285714286,16,1,11,0.961538462,0,0,2,0,3,62,5768,24,37,0.090909091,88,0.785714286,other,0,1,0,9,0,1,0,9,public
1,5,0,6,150,1,1,7,1,0,7.666666667,1,1,1,0.840136054,0,0,1,0,0,277,5768,24,16,1,115,1,other,0,14,0,1,9,14,0,1,public
2,5,0,8,217,1,1,5,1,0,7.666666667,1,1,1,0.840136054,0,0,1,0,0,277,5768,24,16,1,115,1,other,0,14,0,1,9,14,0,1,public
3,5,35,6,345,0.048780488,16,4,0.207792208,0,5.171052632,65,2,60,0.961088435,0,35,25,0,11,2644,5768,24,420,0.405045045,393,0.722222222,other,2,47,0,0,3,1,11,0,public
2,8,12,7,115,0.294117647,17,9,0.377777778,0,2.194285714,54,1,44,0.950944171,0,0,50,0,11,2644,5768,24,348,0.610065583,384,0.617142857,other,18,9,0,4,0,4,1,4,public
2,4,15,9,150,0.19047619,17,2,0.485714286,0,7.216666667,49,1,48,0.967855056,0,0,10,0,11,2644,5768,24,255,0.624915825,433,0.655737705,other,13,16,0,1,3,15,0,1,public
1,5,0,6,110,1,0,1,0,0,6.5,1,1,1,0.918263091,0,0,3,0,11,2644,5768,24,31,0.6,182,0.24137931,final,22,6,0,8,0,8,0,9,public
3,5,35,7,223,0.146341463,7,4,0.189189189,0,6.529411765,12,1,9,0.859375,3,0,4,0,11,2644,5768,24,86,0.40952381,111,0.625,other,2,6,0,1,0,1,2,1,public
2,4,13,6,103,0,6,0,0.545454545,1,7.65,18,1,16,0.868421053,0,0,0,1,11,2644,5768,24,74,0.076190476,153,1,final,0,2,0,14,0,2,0,14,public
0,2,0,1,26,1,4,0,1,0,1,4,5,4,1,0,520,1,1,2,96,6560,28,10,0.666666667,5,0.5,other,2,6,0,0,0,6,0,0,public
0,1,0,1,6,1,1,0,1,0,1,4,5,4,1,0,520,1,1,2,96,6560,28,10,0.666666667,5,0.5,other,2,6,0,0,0,6,0,0,public
0,1,0,1,5,1,0,0,0,0,1,4,5,4,1,0,520,1,1,2,96,6560,28,10,0.666666667,5,0.5,other,2,6,0,0,0,6,0,0,public
0,0,5,3,35,0.2,4,2,0.666666667,0,3.5,6,1,8,0.777777778,0,0,0,0,2,96,6560,28,23,0.933333333,35,1,other,0,2,0,0,0,3,0,0,package
2,1,8,6,167,0.272727273,4,3,1,0,3.740740741,11,1,9,0.807692308,0,0,2,0,6,588,6560,28,46,0.504761905,101,0,other,3,6,0,3,0,9,0,3,package
2,4,10,7,194,0.428571429,11,3,0.423076923,0,3.282352941,54,2,33,0.977891156,0,102,20,0,7,1029,6560,28,350,0.238430211,279,0.625,other,21,14,0,2,2,21,4,2,public
2,4,4,7,197,0,1,1,0.142857143,0,8.470588235,1,1,1,0.859375,0,0,0,1,8,850,6560,28,30,0.509090909,144,1,other,4,0,0,0,0,4,0,0,public
0,0,0,1,5,1,1,0,1,0,1.222222222,9,1,9,0.875,0,0,4,0,1,14,6818,183,23,0.714285714,11,0.375,other,2,3,0,1,0,5,1,1,public
0,0,0,1,3,1,0,0,0,1,1.222222222,9,1,9,0.875,0,0,4,0,1,14,6818,183,23,0.714285714,11,0.375,other,2,3,0,1,0,5,1,1,public
0,1,1,2,15,1,4,1,0.8,0,1.222222222,9,1,9,0.875,0,0,4,0,1,14,6818,183,23,0.714285714,11,0.375,other,2,3,0,1,0,5,1,1,public
0,1,0,1,3,1,1,0,1,0,1.222222222,9,1,9,0.875,0,0,4,0,1,14,6818,183,23,0.714285714,11,0.375,other,2,3,0,1,0,5,1,1,public
0,1,0,1,151,0,0,0,0,0,1.857142857,7,7,5,0.94375,0,651,5,3,0,55,6818,183,29,0.110294118,39,0.8125,other,1,7,0,0,0,8,2,0,public
2,0,10,7,167,0.4,11,2,0.458333333,0,3.642857143,20,1,15,0.813186813,0,0,2,1,0,12,6818,183,47,0.619047619,51,0.857142857,other,0,7,0,0,0,3,1,0,public
2,4,3,7,160,0.4,2,8,0.333333333,0,6.428571429,7,2,4,0.820512821,0,10,0,0,0,19,6818,183,39,0,90,1,other,3,0,0,0,0,3,0,0,public
2,0,4,6,265,0.666666667,13,3,0.619047619,0,2.869565217,40,5,30,0.959259259,3,98,7,0,0,67,6818,183,217,0.415384615,132,0.885714286,other,1,5,0,1,0,5,7,1,public
0,0,0,1,2,0,0,0,0,0,1,2,1,1,0,0,0,0,3,1,59,7232,64,3,1,2,0,abstract,0,0,0,0,0,0,0,0,public
0,2,0,1,4,0,1,0,1,0,1,2,1,1,0,0,0,0,3,1,59,7232,64,3,1,2,0,abstract,0,0,0,0,0,0,0,0,public
0,1,0,1,4,1,0,0,0,0,1.2,5,2,3,0.5,0,1,0,0,1,59,7232,64,11,1,6,1,other,0,2,0,0,0,2,0,0,public
0,2,0,1,4,1,0,0,0,0,1.2,5,2,3,0.5,0,1,0,0,1,59,7232,64,11,1,6,1,other,0,2,0,0,0,2,0,0,public
0,2,9,2,56,0,1,2,1,0,5.64,6,1,2,0.84375,0,0,0,0,1,72,7232,64,27,1,141,1,other,1,3,0,0,0,4,0,0,public
0,1,0,1,3,1,0,1,0,0,5.64,6,1,2,0.84375,0,0,0,0,1,72,7232,64,27,1,141,1,other,1,3,0,0,0,4,0,0,public
3,1,10,5,441,0.090909091,2,0,0.125,0,5.97826087,24,1,20,0.944444444,0,0,0,1,1,72,7232,64,102,0.318181818,275,1,other,1,3,0,3,0,4,0,3,public
2,4,0,10,223,1,6,1,0.5,0,6.538461538,11,2,12,0.666666667,0,17,0,0,10,972,7232,64,49,0.818181818,85,1,other,1,1,0,0,0,2,5,0,public
0,1,1,1,14,0.875,5,0,1,0,1.722222222,25,2,22,0.812244898,0,18,9,1,1,188,6880,22,117,0.242424242,62,0.742857143,other,0,8,0,0,8,0,0,0,public
0,1,5,1,15,0.583333333,7,0,0.777777778,0,1.722222222,25,2,22,0.812244898,0,18,9,1,1,188,6880,22,117,0.242424242,62,0.742857143,other,0,8,0,0,8,0,0,0,public
0,1,0,1,14,1,3,1,1,0,1.722222222,25,2,22,0.812244898,0,18,9,1,1,188,6880,22,117,0.242424242,62,0.742857143,other,0,8,0,0,8,0,0,0,public
0,1,0,1,13,1,3,0,1,0,1.722222222,25,2,22,0.812244898,0,18,9,1,1,188,6880,22,117,0.242424242,62,0.742857143,other,0,8,0,0,8,0,0,0,public
2,1,4,3,105,0.692307692,4,0,0.571428571,0,8.2,5,1,4,0.821428571,0,0,1,1,1,188,6880,22,15,1,41,0.285714286,other,9,7,0,0,0,7,0,0,public
3,11,0,6,346,0.133333333,2,0,1,1,9.029411765,45,2,26,0.884328358,0,25,19,1,2,681,6880,22,189,0.512156863,614,0.641509434,other,6,9,0,16,0,17,1,16,public
1,5,1,6,102,0.5,1,1,0.333333333,1,5.018518519,44,2,23,0.766037736,0,25,22,1,2,681,6880,22,158,0.442375887,271,0.551020408,other,2,14,0,5,14,2,1,5,public
