dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
long-method,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,UML2JagGenerator(ConsoleLogger),1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.9375,5.9375,127.0,19.0,26.0,1.0,18.0,1.0,590.0,1322.0,24112.0,590.0,0.0,0.0,0.0,15.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,16.0,30.0,1450.0,16.0,0.0,15.0,107.0,1.0,95.0,95.0,1.0,0.0,other,12.0,0.0,12.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,14.0,12.0,0.0,0.0,4.0,14.0,1.0,public
long-method,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,UML2JagGenerator(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9375,5.9375,127.0,19.0,26.0,1.0,18.0,1.0,590.0,1322.0,24112.0,590.0,0.0,0.0,0.0,15.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,16.0,30.0,1450.0,16.0,0.0,15.0,107.0,1.0,95.0,95.0,1.0,0.0,other,12.0,0.0,12.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,14.0,12.0,0.0,0.0,4.0,14.0,1.0,public
long-method,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,generateXML(StringString),1.0,2.0,1.0,0.0,0.0,1.0,2.0,20.0,3.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.9375,5.9375,127.0,19.0,26.0,1.0,18.0,1.0,590.0,1322.0,24112.0,590.0,0.0,0.0,0.0,15.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,16.0,30.0,1450.0,16.0,0.0,15.0,107.0,1.0,95.0,95.0,1.0,0.0,other,12.0,0.0,12.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,14.0,12.0,0.0,0.0,4.0,14.0,1.0,public
long-method,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,generateXML(SimpleModelString),1.0,2.0,0.0,0.0,0.0,0.0,2.0,30.0,2.0,0.0,11.0,0.0,12.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,5.9375,5.9375,127.0,19.0,26.0,1.0,18.0,1.0,590.0,1322.0,24112.0,590.0,0.0,0.0,0.0,15.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,16.0,30.0,1450.0,16.0,0.0,15.0,107.0,1.0,95.0,95.0,1.0,0.0,other,12.0,0.0,12.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,14.0,12.0,0.0,0.0,4.0,14.0,1.0,public
long-method,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,createEntityEJBs(SimpleModel),3.0,1.0,0.0,35.0,4.0,0.0,7.0,143.0,22.0,0.0,31.0,0.0,99.0,0.16666666666666666,5.0,8.0,7.0,4.0,26.0,0.0,0.19230769230769232,0.0,5.9375,5.9375,127.0,19.0,26.0,1.0,18.0,1.0,590.0,1322.0,24112.0,590.0,0.0,0.0,0.0,15.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,16.0,30.0,1450.0,16.0,0.0,15.0,107.0,1.0,95.0,95.0,1.0,0.0,other,12.0,0.0,12.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,14.0,12.0,0.0,0.0,4.0,14.0,1.0,public
long-method,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,createSessionEJBs(SimpleModel),3.0,1.0,0.0,12.0,4.0,0.0,10.0,102.0,18.0,0.0,28.0,0.0,57.0,0.07692307692307693,4.0,7.0,1.0,0.0,18.0,0.0,0.2222222222222222,0.0,5.9375,5.9375,127.0,19.0,26.0,1.0,18.0,1.0,590.0,1322.0,24112.0,590.0,0.0,0.0,0.0,15.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,16.0,30.0,1450.0,16.0,0.0,15.0,107.0,1.0,95.0,95.0,1.0,0.0,other,12.0,0.0,12.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,14.0,12.0,0.0,0.0,4.0,14.0,1.0,public
long-method,jag-6.1,com.finalist.jaggenerator,SkeletValidator,validateSkelet(),4.0,0.0,1.0,24.0,6.0,1.0,8.0,374.0,87.0,0.0,39.0,0.0,72.0,0.07692307692307693,8.0,14.0,2.0,3.0,22.0,0.0,0.36363636363636365,0.0,21.8,19.0,27.0,11.0,16.0,1.0,8.0,0.75,495.0,5748.0,24112.0,523.0,0.0,0.0,1.0,4.0,80.0,255.0,0.0,0.0,0.0,0.0,7.0,263.0,1087.0,5.0,334.0,1450.0,6.0,0.0,15.0,33.0,1.0,109.0,114.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,public
long-method,sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,update(ParameterListSunflowAPI),1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,12.0,148.0,24319.0,12.0,0.0,0.0,0.0,0.0,4.0,191.0,0.0,0.0,1.0,0.0,19.0,12.0,1361.0,2.0,12.0,1447.0,2.0,0.0,21.0,3.0,0.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,public
long-method,sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,getRay(floatfloatintintdoubledoubledouble),1.0,7.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,9.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,12.0,148.0,24319.0,12.0,0.0,0.0,0.0,0.0,4.0,191.0,0.0,0.0,1.0,0.0,19.0,12.0,1361.0,2.0,12.0,1447.0,2.0,0.0,21.0,3.0,0.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,public
long-method,sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,PinholeLens(),1.0,0.0,4.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,29.0,148.0,24319.0,29.0,0.0,0.0,0.0,2.0,4.0,191.0,0.0,0.0,1.0,0.0,19.0,12.0,1361.0,4.0,12.0,1447.0,4.0,0.0,21.0,6.0,1.0,4.0,4.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,public
long-method,sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,update(ParameterListSunflowAPI),1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,29.0,148.0,24319.0,29.0,0.0,0.0,0.0,2.0,4.0,191.0,0.0,0.0,1.0,0.0,19.0,12.0,1361.0,4.0,12.0,1447.0,4.0,0.0,21.0,6.0,1.0,4.0,4.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,public
long-method,sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,update(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,29.0,148.0,24319.0,29.0,0.0,0.0,0.0,2.0,4.0,191.0,0.0,0.0,1.0,0.0,19.0,12.0,1361.0,4.0,12.0,1447.0,4.0,0.0,21.0,6.0,1.0,4.0,4.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,public
long-method,sunflow-0.07.2,org.sunflow.image,Bitmap,Bitmap(Stringboolean),4.0,2.0,1.0,2.0,2.0,1.0,7.0,241.0,55.0,0.0,36.0,0.0,42.0,0.6666666666666666,2.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,9.666666666666666,7.833333333333333,1.0,4.0,9.0,1.0,3.0,0.5,356.0,1207.0,24319.0,372.0,0.0,0.0,3.0,4.0,10.0,191.0,0.0,0.0,0.0,0.0,19.0,89.0,1361.0,9.0,95.0,1447.0,12.0,0.0,21.0,21.0,0.9333333333333333,87.0,94.0,0.625,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,7.0,1.0,public
long-method,sunflow-0.07.2,org.sunflow.core.shader,PhongShader,scatterPhoton(ShadingStateColor),1.0,2.0,0.0,11.0,3.0,0.0,2.0,38.0,3.0,0.0,14.0,0.0,27.0,0.15384615384615385,5.0,13.0,2.0,1.0,18.0,0.0,0.2777777777777778,0.0,1.4,1.4,11.0,7.0,21.0,1.0,6.0,0.625,74.0,1093.0,24319.0,74.0,0.0,0.0,0.0,4.0,24.0,191.0,0.0,1.0,1.0,0.0,19.0,94.0,1361.0,5.0,94.0,1447.0,5.0,0.0,21.0,31.0,1.0,7.0,7.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,public
long-method,sunflow-0.07.2,org.sunflow.core.accel,KDTree,buildTree(floatfloatfloatfloatfloatfloatKDTree.BuildTaskintIntArrayintIntArrayKDTree.BuildStats),4.0,12.0,0.0,3.0,2.0,0.0,6.0,214.0,45.0,0.0,69.0,0.0,86.0,0.5625,4.0,5.0,9.0,5.0,7.0,0.0,0.5714285714285714,0.0,8.538461538461538,8.538461538461538,25.0,12.0,24.0,1.0,11.0,0.9055555555555556,783.0,1683.0,24319.0,783.0,0.0,0.0,0.0,15.0,7.0,191.0,2.0,0.0,1.0,0.0,19.0,37.0,1361.0,13.0,37.0,1447.0,13.0,0.0,21.0,44.0,0.6666666666666666,111.0,111.0,1.0,0.0,other,8.0,0.0,8.0,5.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,6.0,7.0,0.0,0.0,15.0,8.0,0.0,0.0,5.0,11.0,7.0,public
long-method,sunflow-0.07.2,org.sunflow.core.renderer,BucketRenderer,renderBucket(DisplayintintintIntersectionState),3.0,5.0,1.0,5.0,2.0,1.0,6.0,102.0,22.0,0.0,37.0,0.0,60.0,0.6190476190476191,6.0,14.0,13.0,1.0,15.0,0.0,0.4,0.0,7.714285714285714,7.714285714285714,5.0,17.0,47.0,1.0,16.0,0.8703703703703703,430.0,646.0,24319.0,430.0,0.0,0.0,0.0,27.0,8.0,191.0,2.0,0.0,1.0,0.0,19.0,27.0,1361.0,7.0,28.0,1447.0,7.0,0.0,21.0,56.0,1.0,54.0,54.0,1.0,0.0,other,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,3.0,6.0,0.0,public
long-method,marauroa-3.8.1,marauroa.server.game.db,RPObjectDAO,RPObjectDAO(RPObjectFactory),1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,5.0,11.0,20.0,1.0,9.0,0.8636363636363636,290.0,2820.0,26472.0,290.0,0.0,0.0,0.0,2.0,12.0,208.0,0.0,0.0,0.0,0.0,14.0,112.0,1411.0,12.0,121.0,1593.0,12.0,0.0,30.0,34.0,0.8909090909090909,21.0,21.0,1.0,0.0,other,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,11.0,0.0,public
long-method,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(Set),1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.1428571428571428,1.3333333333333333,3.0,3.0,6.0,1.0,3.0,1.0,93.0,707.0,28493.0,131.0,0.0,1.0,2.0,3.0,5.0,299.0,0.0,0.0,0.0,1.0,33.0,34.0,1431.0,7.0,39.0,1475.0,9.0,0.0,19.0,12.0,0.0,8.0,12.0,0.75,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,0.0,public
long-method,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(List),1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.1428571428571428,1.3333333333333333,3.0,3.0,6.0,1.0,3.0,1.0,93.0,707.0,28493.0,131.0,0.0,1.0,2.0,3.0,5.0,299.0,0.0,0.0,0.0,1.0,33.0,34.0,1431.0,7.0,39.0,1475.0,9.0,0.0,19.0,12.0,0.0,8.0,12.0,0.75,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,0.0,public
long-method,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(ListArrayPermutationsIter),1.0,2.0,2.0,2.0,1.0,3.0,1.0,7.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.3333333333333333,3.0,3.0,6.0,1.0,3.0,1.0,93.0,707.0,28493.0,131.0,0.0,1.0,2.0,3.0,5.0,299.0,0.0,0.0,0.0,1.0,33.0,34.0,1431.0,7.0,39.0,1475.0,9.0,0.0,19.0,12.0,0.0,8.0,12.0,0.75,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,0.0,public
long-method,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,hasNext(),1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.1428571428571428,1.3333333333333333,3.0,3.0,6.0,1.0,3.0,1.0,93.0,707.0,28493.0,131.0,0.0,1.0,2.0,3.0,5.0,299.0,0.0,0.0,0.0,1.0,33.0,34.0,1431.0,7.0,39.0,1475.0,9.0,0.0,19.0,12.0,0.0,8.0,12.0,0.75,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,0.0,public
long-method,jgrapht-0.8.1,org.jgrapht.graph,AbstractBaseGraph,AbstractBaseGraph(EdgeFactorybooleanboolean),1.0,3.0,9.0,6.0,1.0,9.0,2.0,18.0,2.0,0.0,3.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.8620689655172413,1.8064516129032258,14.0,11.0,29.0,2.0,10.0,1.0,1127.0,6459.0,28493.0,1151.0,0.0,0.0,2.0,11.0,82.0,299.0,6.0,9.0,3.0,2.0,33.0,432.0,1431.0,29.0,443.0,1475.0,31.0,0.0,19.0,53.0,0.0,54.0,56.0,0.0,0.0,abstract,2.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,31.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,28.0,28.0,0.0,public
long-method,jgrapht-0.8.1,org.jgrapht.alg,KShortestPathsIterator,KShortestPathsIterator(GraphObjectObjectint),1.0,4.0,1.0,7.0,1.0,1.0,1.0,20.0,1.0,0.0,4.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,8.0,6.0,17.0,1.0,6.0,1.0,307.0,6812.0,28493.0,307.0,0.0,0.0,0.0,8.0,69.0,299.0,0.0,0.0,1.0,0.0,33.0,293.0,1431.0,13.0,299.0,1475.0,13.0,0.0,19.0,21.0,0.0,26.0,26.0,1.0,0.0,other,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,4.0,12.0,0.0,package
long-method,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,get(int),1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,1.25,0.0,2.0,8.0,1.0,2.0,0.14285714285714285,88.0,1578.0,34404.0,88.0,0.0,1.0,0.0,1.0,16.0,262.0,0.0,0.0,1.0,3.0,57.0,130.0,1524.0,8.0,136.0,1805.0,8.0,0.0,26.0,16.0,1.0,10.0,10.0,1.0,0.0,final,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,package
long-method,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,size(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,1.25,0.0,2.0,8.0,1.0,2.0,0.14285714285714285,88.0,1578.0,34404.0,88.0,0.0,1.0,0.0,1.0,16.0,262.0,0.0,0.0,1.0,3.0,57.0,130.0,1524.0,8.0,136.0,1805.0,8.0,0.0,26.0,16.0,1.0,10.0,10.0,1.0,0.0,final,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,package
long-method,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,length(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,1.25,0.0,2.0,8.0,1.0,2.0,0.14285714285714285,88.0,1578.0,34404.0,88.0,0.0,1.0,0.0,1.0,16.0,262.0,0.0,0.0,1.0,3.0,57.0,130.0,1524.0,8.0,136.0,1805.0,8.0,0.0,26.0,16.0,1.0,10.0,10.0,1.0,0.0,final,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,package
long-method,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,clone(),1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,1.25,0.0,2.0,8.0,1.0,2.0,0.14285714285714285,88.0,1578.0,34404.0,88.0,0.0,1.0,0.0,1.0,16.0,262.0,0.0,0.0,1.0,3.0,57.0,130.0,1524.0,8.0,136.0,1805.0,8.0,0.0,26.0,16.0,1.0,10.0,10.0,1.0,0.0,final,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,package
long-method,emma-2.0.5312,com.vladium.util.args,OptsParser,parse(String[]),3.0,1.0,0.0,0.0,0.0,0.0,8.0,284.0,35.0,0.0,24.0,0.0,43.0,0.4666666666666667,5.0,11.0,7.0,4.0,19.0,0.0,0.2631578947368421,0.0,10.0,10.0,0.0,4.0,22.0,1.0,7.0,0.8958333333333334,1566.0,1627.0,34404.0,1566.0,0.0,0.0,0.0,6.0,8.0,262.0,6.0,0.0,1.0,3.0,57.0,64.0,1524.0,9.0,92.0,1805.0,9.0,0.0,26.0,49.0,1.0,90.0,90.0,1.0,0.0,final,9.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,2.0,9.0,5.0,0.0,0.0,2.0,7.0,4.0,package
long-method,emma-2.0.5312,com.vladium.emma.data,DataFactory,mergeload(File),3.0,1.0,0.0,3.0,3.0,0.0,8.0,104.0,21.0,0.0,17.0,0.0,21.0,0.5,3.0,7.0,2.0,1.0,7.0,0.0,0.42857142857142855,1.0,4.565217391304348,4.565217391304348,7.0,11.0,17.0,1.0,8.0,0.9444444444444445,776.0,2551.0,34404.0,776.0,0.0,0.0,0.0,9.0,16.0,262.0,4.0,0.0,0.0,5.0,57.0,117.0,1524.0,23.0,142.0,1805.0,23.0,2.0,26.0,42.0,0.11428571428571428,105.0,105.0,0.0,0.0,abstract,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,22.0,0.0,0.0,7.0,8.0,0.0,0.0,15.0,22.0,22.0,public
long-method,emma-2.0.5312,com.vladium.emma.instr,InstrVisitor.clinitHeader,clinitHeader(InstrVisitorint),1.0,2.0,1.0,10.0,3.0,1.0,2.0,51.0,4.0,0.0,9.0,0.0,21.0,0.16666666666666666,4.0,7.0,2.0,0.0,7.0,0.0,0.5714285714285714,0.0,2.25,2.25,2.0,8.0,9.0,2.0,4.0,1.0,76.0,3957.0,34404.0,76.0,3.0,0.0,0.0,2.0,29.0,262.0,0.0,0.0,0.0,0.0,57.0,105.0,1524.0,4.0,129.0,1805.0,4.0,0.0,26.0,16.0,0.3333333333333333,9.0,9.0,0.0,1.0,final,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,package
long-method,emma-2.0.5312,com.vladium.emma.report.html,ReportGenerator,embedSrcFile(SrcFileItemHTMLDocumentIntObjectMapSourcePathCache),3.0,4.0,0.0,16.0,9.0,0.0,9.0,169.0,22.0,2.0,29.0,2.0,57.0,0.4482758620689655,17.0,16.0,13.0,0.0,21.0,2.0,0.8095238095238095,0.0,6.076923076923077,5.620689655172414,44.0,58.0,71.0,3.0,38.0,0.9759136212624585,1538.0,1583.0,34404.0,1583.0,4.0,5.0,3.0,43.0,2.0,262.0,1.0,0.0,1.0,0.0,57.0,29.0,1524.0,26.0,32.0,1805.0,29.0,0.0,26.0,154.0,0.8095238095238095,158.0,163.0,0.875,0.0,final,40.0,2.0,38.0,4.0,38.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,28.0,21.0,7.0,0.0,0.0,44.0,21.0,0.0,0.0,8.0,25.0,7.0,public
long-method,emma-2.0.5312,com.vladium.emma.report,AbstractReportGenerator,initialize(IMetaDataICoverageDataSourcePathCacheIProperties),3.0,4.0,3.0,12.0,6.0,3.0,6.0,159.0,23.0,0.0,29.0,0.0,55.0,0.5238095238095238,15.0,27.0,11.0,0.0,36.0,0.0,0.4166666666666667,0.0,7.75,7.75,12.0,25.0,30.0,2.0,19.0,0.7333333333333334,228.0,3757.0,34404.0,228.0,0.0,0.0,0.0,10.0,42.0,262.0,0.0,3.0,1.0,10.0,57.0,137.0,1524.0,4.0,219.0,1805.0,4.0,0.0,26.0,44.0,0.5,31.0,31.0,0.0,0.0,abstract,1.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,3.0,4.0,1.0,public
long-method,log4j-1.2.16,org.apache.log4j.pattern,BridgePatternParser,BridgePatternParser(String),1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,2.0,2.0,2.0,0.0,21.0,3130.0,34617.0,21.0,4.0,1.0,0.0,0.0,37.0,296.0,0.0,0.0,0.0,0.0,19.0,143.0,1724.0,2.0,157.0,2118.0,2.0,0.0,22.0,22.0,1.0,2.0,2.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,public
